Date,SP,VIX,V0_var,Vol_3M,Vol_1Y,Strike,Put_Price_90D,Put_Price_1Y
2016-08-25,2172.47,13.63,0.01857769,15.507110209075572,17.909753582270486,1846.5994999999998,0.8846317567158088,31.796713725946006
2016-08-26,2169.04,13.65,0.01863225,15.520185734061814,17.915345353845424,1843.684,0.888452440655989,31.774314975527034
2016-08-29,2180.38,12.94,0.0167443599999999,15.061147379677395,17.720832625465405,1853.323,0.7209155002482497,30.9729718635827
2016-08-30,2176.12,13.12,0.0172134399999999,15.176500041120429,17.76936158715729,1849.7019999999998,0.7604105786310136,31.152438833385247
2016-08-31,2170.95,13.42,0.0180096399999999,15.370313956062809,17.851430948568904,1845.3075,0.8305844931684483,31.484696629702455
2016-09-01,2170.86,13.48,0.01817104,15.409305370292708,17.86802151432587,1845.231,0.8455551609123404,31.565727686117953
2016-09-02,2179.98,11.98,0.01435204,14.45853748908084,17.471237027623168,1852.983,0.5305758318866296,29.74066128891684
2016-09-06,2186.48,12.02,0.01444804,14.483202158671643,17.481321535739777,1858.508,0.5392026787458981,29.87872205144322
2016-09-07,2186.16,11.94,0.0142563599999999,14.433913098631542,17.461180339429067,1858.2359999999999,0.5251106465238564,29.775759970446245
2016-09-08,2181.3,12.51,0.01565001,14.788535218241172,17.607095950574454,1854.105,0.6302428951380357,30.424689578431355
2016-09-09,2127.81,17.5,0.0306249999999999,18.16733500736522,19.1047873497342,1808.6384999999998,2.3439561005104252,37.14197503748392
2016-09-12,2159.04,15.16,0.02298256,16.52949711570708,18.35572004542717,1835.184,1.3477200155975382,33.83188287936434
2016-09-13,2127.02,17.85,0.03186225,18.418795455481774,19.22331035540898,1807.9669999999999,2.5303764437740455,37.74060801411321
2016-09-14,2125.77,18.14,0.03290596,18.628281261080502,19.32272779099057,1806.9044999999999,2.6913122920608004,38.23415343854629
2016-09-15,2147.26,16.3,0.026569,17.317401275451417,18.710976636622632,1825.171,1.789302212457514,35.44964895148178
2016-09-16,2139.16,15.37,0.02362369,16.673080109670998,18.41973044768641,1818.2859999999998,1.4108656042544752,33.84170009754706
2016-09-19,2139.12,15.53,0.02411809,16.782963633975676,18.46893983075767,1818.252,1.4704337390404945,34.088756302656066
2016-09-20,2139.76,15.92,0.02534464,17.052515059572602,18.590460270039,1818.796,1.6236845732589487,34.71323487875861
2016-09-21,2163.12,13.3,0.017689,15.292558016858544,17.818426020481127,1838.6519999999998,0.798297705790457,31.208136134270035
2016-09-22,2177.18,12.02,0.01444804,14.483202158671643,17.481321535739777,1850.6029999999998,0.536909227668211,29.751635540211225
2016-09-23,2164.69,12.29,0.0151044099999999,14.650726673703211,17.550115957273107,1839.9865,0.5828747595748389,29.915210402681225
2016-09-26,2146.1,14.5,0.021025,16.083165630259323,18.158881122627616,1824.185,1.120590833869059,32.64395699493821
2016-09-27,2159.93,13.1,0.017161,15.16364795315141,17.763942956575054,1835.9404999999997,0.7501556840460601,30.89404276613783
2016-09-28,2171.37,12.39,0.01535121,14.7132237031394,17.575913512619785,1845.6644999999999,0.6037860860318851,30.1335815998965
2016-09-29,2151.13,14.02,0.0196560399999999,15.763530075884669,18.019950275863312,1828.4605000000001,0.981093179798215,32.02922622702886
2016-09-30,2168.27,13.29,0.0176624099999999,15.286092120654432,17.815686245772643,1843.0294999999999,0.7977882027322103,31.268886352706488
2016-10-03,2161.2,13.57,0.01841449,15.467932689230471,17.893017030807084,1837.0199999999998,0.8645866237087461,31.54889451046506
2016-10-04,2150.49,13.63,0.01857769,15.507110209075572,17.909753582270486,1827.9164999999998,0.8756814807568247,31.47500996584978
2016-10-05,2159.73,12.99,0.01687401,15.093118103461707,17.734258926142722,1835.7704999999999,0.725189504539582,30.74546572777365
2016-10-06,2160.77,12.84,0.0164865599999999,14.99737332777705,17.694105091536564,1836.6544999999999,0.6926162291959486,30.563428544803457
2016-10-07,2153.74,13.48,0.01817104,15.409305370292708,17.86802151432587,1830.6789999999999,0.8388868799753766,31.316791661691582
2016-10-10,2163.66,13.38,0.01790244,15.34436155433438,17.84040316133393,1839.1109999999999,0.8179389494204052,31.32446318118849
2016-10-11,2136.73,15.36,0.0235929599999999,16.66622625799496,18.416667441571956,1816.2205,1.4056009621768055,33.78787619360753
2016-10-12,2139.18,15.91,0.0253128099999999,17.045573847696257,18.587316754010605,1818.3029999999999,1.6191925444565598,34.68789610478939
2016-10-13,2132.55,16.69,0.02785561,17.59145768918134,18.83678956658804,1812.6675,1.9510530951782386,35.84769947568702
2016-10-14,2132.98,16.12,0.02598544,17.191659067193925,18.653632696700814,1813.033,1.7008493726166378,34.9229197460686
2016-10-17,2126.5,16.21,0.02627641,17.254470180128173,18.68224707296281,1807.5249999999999,1.7335485233430603,34.961485082252466
2016-10-18,2139.6,15.28,0.0233478399999999,16.61145478832056,18.392216896092417,1818.6599999999999,1.3784005298050346,33.71039409892637
2016-10-19,2144.29,14.41,0.02076481,16.022905211843966,18.1325573047182,1822.6464999999998,1.091987257094452,32.48550378107592
2016-10-20,2141.34,13.75,0.01890625,15.585685070510976,17.94340084791785,1820.1390000000001,0.9032084011332984,31.506372025857388
2016-10-21,2141.16,13.34,0.01779556,15.318442850819295,17.829401502505497,1819.9859999999999,0.799768735965344,30.94493552025358
2016-10-24,2151.33,13.02,0.0169520399999999,15.11232711718371,17.742334662881948,1828.6305,0.7290680860941237,30.66535147317171
2016-10-25,2143.16,13.46,0.01811716,15.396299885596845,17.862484815817638,1821.686,0.8298054531590822,31.13581663184442
2016-10-26,2139.43,14.24,0.02027776,15.90949014544147,18.08317871402062,1818.5154999999997,1.03877314645338,32.167306807765385
2016-10-27,2133.04,15.36,0.0235929599999999,16.66622625799496,18.416667441571956,1813.0839999999998,1.4031735766154867,33.72952662994976
2016-10-28,2126.41,16.19,0.02621161,17.240501739973254,18.67587834954144,1807.4484999999997,1.7250100669674637,34.92779318644273
2016-10-31,2126.15,17.06,0.0291043599999999,17.85342713006239,18.958101872492232,1807.2275,2.120294842752685,36.359601502685905
2016-11-01,2111.72,18.56,0.0344473599999999,18.93342101383731,19.468623629245176,1794.9619999999998,2.9190581802538986,38.737038200759514
2016-11-02,2097.94,19.32,0.03732624,19.490542746313157,19.738226226635717,1783.249,3.3773793086240005,39.88287150127911
2016-11-03,2088.66,22.08,0.04875264,21.560284728096473,20.773815982162393,1775.3609999999999,5.486174448165727,45.18522001946383
2016-11-04,2085.18,22.51,0.05067001,21.88842365894353,20.942572936616447,1772.4029999999998,5.864022780316134,46.01972050385194
2016-11-07,2131.52,18.71,0.03500641,19.04288383783821,19.52126910688137,1811.792,3.0384047429519256,39.37654701239671
2016-11-08,2139.56,18.74,0.0351187599999999,19.064806291108596,19.53183193008017,1818.626,3.0685511488052697,39.58078961642639
2016-11-09,2163.26,14.38,0.02067844,16.002851617790984,18.123810668129757,1838.7710000000002,1.0924614521501894,32.72904668774828
2016-11-10,2167.48,14.74,0.02172676,16.244579887738404,18.22968973271856,1842.358,1.208867172278275,33.325990552319126
2016-11-11,2164.45,14.17,0.02007889,15.86294788910726,18.06297786573171,1839.7824999999998,1.0303113757986395,32.44244553076953
